LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,CCI,AMPLITUD,LTRENDIDX,M,2014-06,101.8898,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2014-07,101.788,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2014-08,101.6229,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2014-09,101.4855,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2014-10,101.4418,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2014-11,101.4093,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2014-12,101.4399,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-01,101.5133,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-02,101.6146,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-03,101.7268,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-04,101.7727,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-05,101.7421,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-06,101.6679,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-07,101.6131,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-08,101.5706,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-09,101.4311,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-10,101.2653,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-11,101.1801,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2015-12,101.1578,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-01,101.0769,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-02,100.9944,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-03,100.9664,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-04,101.0214,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-05,101.1014,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-06,101.2025,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-07,101.2953,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-08,101.4193,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-09,101.5251,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-10,101.6116,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-11,101.6633,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2016-12,101.6296,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-01,101.5251,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-02,101.4198,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-03,101.4566,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-04,101.5868,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-05,101.7507,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-06,101.8996,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-07,102.0065,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-08,102.0906,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-09,102.1981,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-10,102.2962,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-11,102.3177,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2017-12,102.3026,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-01,102.3109,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-02,102.2858,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-03,102.1758,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-04,102.0248,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.8868,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-06,101.7805,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.7404,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-08,101.8145,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-09,101.8867,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-10,101.8854,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-11,101.8205,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2018-12,101.7189,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-01,101.6681,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-02,101.6565,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-03,101.6242,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-04,101.5178,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-05,101.3451,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-06,101.1505,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-07,101.0354,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-08,100.9831,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-09,101.0168,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-10,101.0351,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-11,101.1041,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2019-12,101.0694,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-01,100.9442,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-02,100.5738,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-03,99.78262,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-04,98.96232,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-05,98.7748,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-06,99.07919,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-07,99.44576,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-08,99.72211,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-09,99.77531,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-10,99.60738,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-11,99.34554,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2020-12,99.14902,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2021-01,99.01389,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2021-02,99.20896,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2021-03,99.64923,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2021-04,100.1361,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2021-05,100.7439,
DEU,CCI,AMPLITUD,LTRENDIDX,M,2021-06,101.3987,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-01,101.1897,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-02,101.2192,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-03,101.1873,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-04,101.0725,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-05,100.8995,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-06,100.8536,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-07,100.8294,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.8731,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.8409,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.6445,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.4056,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.2559,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.2566,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.3042,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.3432,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.41,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.3348,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.0856,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.0422,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-08,100.1786,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-09,100.3965,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-10,100.5867,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-11,100.5782,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2015-12,100.329,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-01,100.0262,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-02,99.84716,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-03,99.8673,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-04,99.91898,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-05,99.8912,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-06,99.92155,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.0585,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.1703,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-09,100.1428,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-10,99.90469,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-11,99.44003,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2016-12,99.07175,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-01,98.93682,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-02,99.09567,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-03,99.54536,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.2282,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.9626,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-06,101.4455,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-07,101.5835,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-08,101.4973,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-09,101.3988,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-10,101.4642,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-11,101.5975,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2017-12,101.5937,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-01,101.4924,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-02,101.3536,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-03,101.2518,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.1568,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.0196,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-06,100.7153,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-07,100.3176,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-08,100.0221,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-09,99.85904,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-10,99.6998,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-11,99.54143,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2018-12,99.54426,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-01,99.67256,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-02,99.85925,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-03,99.9841,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-04,99.9916,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-05,99.79649,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-06,99.56557,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-07,99.34951,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-08,99.26807,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-09,99.4978,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-10,99.83582,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-11,100.14,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2019-12,100.2346,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-01,99.94093,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-02,98.92163,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-03,97.50768,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-04,96.65163,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-05,96.69267,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-06,97.13158,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-07,97.56421,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-08,97.85143,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.02154,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-10,98.56149,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-11,98.98322,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2020-12,99.03445,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2021-01,99.20575,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2021-02,99.49168,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2021-03,99.85902,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2021-04,100.2653,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2021-05,100.7633,
KOR,CCI,AMPLITUD,LTRENDIDX,M,2021-06,101.3538,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-01,101.0603,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-02,100.9699,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-03,101.0304,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-04,101.0589,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-05,101.0101,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-06,100.9491,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-07,101.066,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-08,101.2731,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-09,101.5191,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-10,101.8803,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-11,102.2155,
EST,CCI,AMPLITUD,LTRENDIDX,M,2014-12,102.302,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-01,102.0642,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-02,101.7525,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-03,101.5182,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-04,101.1276,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.6274,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.6695,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.9215,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-08,101.3508,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-09,101.6747,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-10,101.8264,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-11,101.5649,
EST,CCI,AMPLITUD,LTRENDIDX,M,2015-12,101.0526,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-01,100.4872,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-02,99.85062,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-03,99.73978,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-04,100.1461,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-05,100.6985,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-06,100.9876,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-07,101.2064,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-08,101.3975,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-09,101.7648,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-10,102.0181,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-11,102.2992,
EST,CCI,AMPLITUD,LTRENDIDX,M,2016-12,102.6302,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-01,102.8644,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-02,102.9857,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-03,102.9409,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-04,102.8827,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-05,102.8834,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-06,102.993,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-07,103.0722,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-08,102.9819,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-09,102.8684,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-10,102.7899,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-11,102.5307,
EST,CCI,AMPLITUD,LTRENDIDX,M,2017-12,102.0453,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-01,101.9823,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-02,102.4126,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-03,102.8584,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-04,103.0245,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-05,103.115,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-06,103.2363,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-07,103.4057,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-08,103.4637,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-09,103.3687,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-10,103.1055,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-11,102.9139,
EST,CCI,AMPLITUD,LTRENDIDX,M,2018-12,103.0202,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-01,103.2324,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-02,103.4307,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-03,103.4547,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-04,103.3368,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-05,103.3439,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-06,103.2664,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-07,103.373,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-08,103.4928,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-09,103.241,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-10,103.1258,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-11,103.3079,
EST,CCI,AMPLITUD,LTRENDIDX,M,2019-12,103.5496,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-01,103.5308,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-02,103.0709,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-03,101.8498,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-04,100.1657,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-05,99.1618,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.2973,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.24241,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-08,98.49212,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.61523,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-10,98.23676,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-11,97.37929,
EST,CCI,AMPLITUD,LTRENDIDX,M,2020-12,97.13986,
EST,CCI,AMPLITUD,LTRENDIDX,M,2021-01,97.16431,
EST,CCI,AMPLITUD,LTRENDIDX,M,2021-02,97.24659,
EST,CCI,AMPLITUD,LTRENDIDX,M,2021-03,97.238,
EST,CCI,AMPLITUD,LTRENDIDX,M,2021-04,97.56192,
EST,CCI,AMPLITUD,LTRENDIDX,M,2021-05,98.39318,
EST,CCI,AMPLITUD,LTRENDIDX,M,2021-06,99.76537,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-01,99.10952,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-02,99.34714,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-03,99.60984,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-04,99.83102,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-05,100.0031,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-06,100.0207,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-07,99.89383,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-08,99.6981,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-09,99.57343,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-10,99.56622,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-11,99.62562,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2014-12,99.83557,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.1626,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.5352,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.8055,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.891,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.825,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.7039,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.6242,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-08,100.7072,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-09,100.858,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-10,101.0353,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-11,101.1971,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2015-12,101.2521,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-01,101.0906,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-02,100.7863,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-03,100.5331,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-04,100.4676,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-05,100.5047,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-06,100.5634,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.5942,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.6491,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-09,100.754,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-10,100.9184,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-11,101.0623,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2016-12,101.109,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-01,101.0336,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.9134,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.9382,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-04,101.0812,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-05,101.2991,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-06,101.5498,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-07,101.7668,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-08,101.9303,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-09,102.0744,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-10,102.2205,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-11,102.3292,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2017-12,102.3793,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-01,102.3232,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-02,102.1973,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-03,102.0502,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.9393,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.8538,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-06,101.825,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.8195,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-08,101.7675,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-09,101.6654,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-10,101.5306,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-11,101.3116,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2018-12,101.0863,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-01,101.0249,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-02,101.0686,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-03,101.1192,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-04,101.1247,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-05,101.1566,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-06,101.1475,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-07,101.1485,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-08,101.1133,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-09,101.0898,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-10,101.0308,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-11,101.01,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2019-12,100.9599,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-01,100.821,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-02,100.3026,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-03,99.08632,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-04,97.79411,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-05,97.56612,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.01243,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.40462,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-08,98.61073,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.60664,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-10,98.36637,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-11,98.18742,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2020-12,98.32066,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2021-01,98.47475,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2021-02,98.90355,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2021-03,99.70589,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2021-04,100.6217,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2021-05,101.5146,
EA19,CCI,AMPLITUD,LTRENDIDX,M,2021-06,102.323,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-01,97.87596,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-02,98.10069,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-03,98.76223,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-04,99.46874,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-05,99.66261,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-06,99.12103,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-07,98.43835,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-08,98.12325,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-09,98.23717,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-10,98.45814,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-11,98.38443,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2014-12,98.60228,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2015-01,99.28335,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.1298,
ISR,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.8187,
